"movieId","month_idx","source","tstamp"
1004,1,1,"2023-04-01 00:01:47"
1004,2,1,"2023-05-01 00:02:01"
1004,3,1,"2023-06-01 00:01:40"
1005,0,1,"2023-02-27 19:30:03"
1005,1,1,"2023-04-01 00:01:47"
1005,2,1,"2023-05-01 00:02:01"
1005,3,1,"2023-06-01 00:01:40"
1006,0,1,"2023-02-27 19:30:03"
1006,1,1,"2023-04-01 00:01:47"
1006,2,1,"2023-05-01 00:02:01"
1006,3,1,"2023-06-01 00:01:40"
1007,0,1,"2023-02-27 19:30:03"
1007,1,1,"2023-04-01 00:01:47"
1007,2,1,"2023-05-01 00:02:01"
1007,3,1,"2023-06-01 00:01:40"
1008,0,1,"2023-02-27 19:30:03"
1008,1,1,"2023-04-01 00:01:47"
1008,2,1,"2023-05-01 00:02:01"
1008,3,1,"2023-06-01 00:01:40"
1009,0,1,"2023-02-27 19:30:03"
1009,1,1,"2023-04-01 00:01:47"
1009,2,1,"2023-05-01 00:02:01"
1009,3,1,"2023-06-01 00:01:40"
1010,0,1,"2023-02-27 19:30:03"
1010,1,1,"2023-04-01 00:01:47"
1010,2,1,"2023-05-01 00:02:01"
1010,3,1,"2023-06-01 00:01:40"
1011,0,1,"2023-02-27 19:30:03"
1011,1,1,"2023-04-01 00:01:47"
1011,2,1,"2023-05-01 00:02:01"
1011,3,1,"2023-06-01 00:01:40"
1012,0,1,"2023-02-27 19:30:03"
1012,1,1,"2023-04-01 00:01:47"
1012,2,1,"2023-05-01 00:02:01"
1012,3,1,"2023-06-01 00:01:40"
1013,0,1,"2023-02-27 19:30:03"
1013,1,1,"2023-04-01 00:01:47"
1013,2,1,"2023-05-01 00:02:01"
1013,3,1,"2023-06-01 00:01:40"
1014,0,1,"2023-02-27 19:30:03"
1014,1,1,"2023-04-01 00:01:47"
1014,2,1,"2023-05-01 00:02:01"
1014,3,1,"2023-06-01 00:01:40"
1015,0,1,"2023-02-27 19:30:03"
1015,1,1,"2023-04-01 00:01:47"
1015,2,1,"2023-05-01 00:02:01"
1015,3,1,"2023-06-01 00:01:40"
1016,0,1,"2023-02-27 19:30:03"
1016,1,1,"2023-04-01 00:01:47"
1016,2,1,"2023-05-01 00:02:01"
1016,3,1,"2023-06-01 00:01:40"
1017,0,1,"2023-02-27 19:30:03"
1017,1,1,"2023-04-01 00:01:47"
1017,2,1,"2023-05-01 00:02:01"
1017,3,1,"2023-06-01 00:01:40"
1018,0,1,"2023-02-27 19:30:03"
1018,1,1,"2023-04-01 00:01:47"
1018,2,1,"2023-05-01 00:02:01"
1018,3,1,"2023-06-01 00:01:40"
1019,0,1,"2023-02-27 19:30:03"
1019,1,1,"2023-04-01 00:01:47"
1019,2,1,"2023-05-01 00:02:01"
1019,3,1,"2023-06-01 00:01:40"
1020,0,1,"2023-02-27 19:30:03"
1020,1,1,"2023-04-01 00:01:47"
1020,2,1,"2023-05-01 00:02:01"
1020,3,1,"2023-06-01 00:01:40"
1021,0,1,"2023-02-27 19:30:03"
1021,1,1,"2023-04-01 00:01:47"
1021,2,1,"2023-05-01 00:02:01"
1021,3,1,"2023-06-01 00:01:40"
1022,0,1,"2023-02-27 19:30:03"
1022,1,1,"2023-04-01 00:01:47"
1022,2,1,"2023-05-01 00:02:01"
1022,3,1,"2023-06-01 00:01:40"
1022,5,4,"2023-08-01 00:01:40"
1023,0,1,"2023-02-27 19:30:03"
1023,1,1,"2023-04-01 00:01:47"
1023,2,1,"2023-05-01 00:02:01"
1023,3,1,"2023-06-01 00:01:40"
1024,0,1,"2023-02-27 19:30:03"
1024,1,1,"2023-04-01 00:01:47"
1024,2,1,"2023-05-01 00:02:01"
1024,3,1,"2023-06-01 00:01:40"
1025,0,1,"2023-02-27 19:30:03"
1025,1,1,"2023-04-01 00:01:47"
1025,2,1,"2023-05-01 00:02:01"
1025,3,1,"2023-06-01 00:01:40"
1026,0,4,"2023-02-27 19:30:03"
1026,3,1,"2023-06-01 00:01:40"
1027,0,1,"2023-02-27 19:30:03"
1027,1,1,"2023-04-01 00:01:47"
1027,2,1,"2023-05-01 00:02:01"
1027,3,1,"2023-06-01 00:01:40"
1028,0,1,"2023-02-27 19:30:03"
1028,1,1,"2023-04-01 00:01:47"
1028,2,1,"2023-05-01 00:02:01"
1028,3,1,"2023-06-01 00:01:40"
1028,4,1,"2023-07-01 00:01:56"
1028,5,1,"2023-08-01 00:01:40"
1029,0,1,"2023-02-27 19:30:03"
1029,1,1,"2023-04-01 00:01:47"
1029,2,1,"2023-05-01 00:02:01"
1029,3,1,"2023-06-01 00:01:40"
1030,0,1,"2023-02-27 19:30:03"
1030,1,1,"2023-04-01 00:01:47"
1030,2,1,"2023-05-01 00:02:01"
1030,3,1,"2023-06-01 00:01:40"
1031,0,1,"2023-02-27 19:30:03"
1031,1,1,"2023-04-01 00:01:47"
1031,2,1,"2023-05-01 00:02:01"
1031,3,1,"2023-06-01 00:01:40"
1032,0,1,"2023-02-27 19:30:03"
1032,1,1,"2023-04-01 00:01:47"
1032,2,1,"2023-05-01 00:02:01"
1032,3,1,"2023-06-01 00:01:40"
1033,0,1,"2023-02-27 19:30:03"
1033,1,1,"2023-04-01 00:01:47"
1033,2,1,"2023-05-01 00:02:01"
1033,3,1,"2023-06-01 00:01:40"
1034,0,1,"2023-02-27 19:30:03"
1034,1,1,"2023-04-01 00:01:47"
1034,2,1,"2023-05-01 00:02:01"
1034,3,1,"2023-06-01 00:01:40"
1035,0,1,"2023-02-27 19:30:03"
1035,1,1,"2023-04-01 00:01:47"
1035,2,1,"2023-05-01 00:02:01"
1035,3,1,"2023-06-01 00:01:40"
1035,4,1,"2023-07-01 00:01:56"
1035,5,1,"2023-08-01 00:01:40"
1036,0,1,"2023-02-27 19:30:03"
1036,1,1,"2023-04-01 00:01:47"
1036,2,1,"2023-05-01 00:02:01"
1036,3,1,"2023-06-01 00:01:40"
1036,4,1,"2023-07-01 00:01:56"
1036,5,1,"2023-08-01 00:01:40"
1037,0,1,"2023-02-27 19:30:03"
1037,1,1,"2023-04-01 00:01:47"
1037,2,1,"2023-05-01 00:02:01"
1037,3,1,"2023-06-01 00:01:40"
1038,0,4,"2023-02-27 19:30:03"
1038,1,1,"2023-04-01 00:01:47"
1038,2,1,"2023-05-01 00:02:01"
1040,1,4,"2023-04-01 00:01:47"
1040,2,4,"2023-05-01 00:02:01"
1041,0,1,"2023-02-27 19:30:03"
1041,1,1,"2023-04-01 00:01:47"
1041,2,1,"2023-05-01 00:02:01"
1041,3,1,"2023-06-01 00:01:40"
1042,0,1,"2023-02-27 19:30:03"
1042,1,1,"2023-04-01 00:01:47"
1042,2,1,"2023-05-01 00:02:01"
1042,3,1,"2023-06-01 00:01:40"
1043,0,1,"2023-02-27 19:30:03"
1043,1,1,"2023-04-01 00:01:47"
1043,2,1,"2023-05-01 00:02:01"
1043,3,1,"2023-06-01 00:01:40"
1044,0,1,"2023-02-27 19:30:03"
1044,1,1,"2023-04-01 00:01:47"
1044,2,1,"2023-05-01 00:02:01"
1044,3,4,"2023-06-01 00:01:40"
1046,0,1,"2023-02-27 19:30:03"
1046,1,1,"2023-04-01 00:01:47"
1046,2,1,"2023-05-01 00:02:01"
1046,3,1,"2023-06-01 00:01:40"
1047,0,1,"2023-02-27 19:30:03"
1047,1,1,"2023-04-01 00:01:47"
1047,2,1,"2023-05-01 00:02:01"
1047,3,1,"2023-06-01 00:01:40"
1049,0,1,"2023-02-27 19:30:03"
1049,1,1,"2023-04-01 00:01:47"
1049,2,1,"2023-05-01 00:02:01"
1049,3,1,"2023-06-01 00:01:40"
1050,0,1,"2023-02-27 19:30:03"
1050,1,1,"2023-04-01 00:01:47"
1050,2,1,"2023-05-01 00:02:01"
1050,3,1,"2023-06-01 00:01:40"
1051,0,1,"2023-02-27 19:30:03"
1051,1,1,"2023-04-01 00:01:47"
1051,2,1,"2023-05-01 00:02:01"
1051,3,1,"2023-06-01 00:01:40"
1053,0,1,"2023-02-27 19:30:03"
1053,1,1,"2023-04-01 00:01:47"
1053,2,4,"2023-05-01 00:02:01"
1053,3,1,"2023-06-01 00:01:40"
1054,0,1,"2023-02-27 19:30:03"
1054,1,1,"2023-04-01 00:01:47"
1054,2,1,"2023-05-01 00:02:01"
1054,3,1,"2023-06-01 00:01:40"
1055,0,1,"2023-02-27 19:30:03"
1055,1,1,"2023-04-01 00:01:47"
1055,2,1,"2023-05-01 00:02:01"
1055,3,1,"2023-06-01 00:01:40"
1056,0,1,"2023-02-27 19:30:03"
1056,1,1,"2023-04-01 00:01:47"
1056,2,1,"2023-05-01 00:02:01"
1056,3,1,"2023-06-01 00:01:40"
1057,0,1,"2023-02-27 19:30:03"
1057,1,1,"2023-04-01 00:01:47"
1057,2,1,"2023-05-01 00:02:01"
1057,3,1,"2023-06-01 00:01:40"
1059,0,1,"2023-02-27 19:30:03"
1059,1,1,"2023-04-01 00:01:47"
1059,2,1,"2023-05-01 00:02:01"
1059,3,1,"2023-06-01 00:01:40"
1060,0,1,"2023-02-27 19:30:03"
1060,1,1,"2023-04-01 00:01:47"
1060,2,1,"2023-05-01 00:02:01"
1060,3,1,"2023-06-01 00:01:40"
1061,0,1,"2023-02-27 19:30:03"
1061,1,1,"2023-04-01 00:01:47"
1061,2,1,"2023-05-01 00:02:01"
1061,3,1,"2023-06-01 00:01:40"
1063,1,4,"2023-04-01 00:01:47"
1063,2,4,"2023-05-01 00:02:01"
1064,0,1,"2023-02-27 19:30:03"
1064,1,1,"2023-04-01 00:01:47"
1064,2,1,"2023-05-01 00:02:01"
1064,3,1,"2023-06-01 00:01:40"
1066,0,1,"2023-02-27 19:30:03"
1066,1,1,"2023-04-01 00:01:47"
1066,2,1,"2023-05-01 00:02:01"
1066,3,1,"2023-06-01 00:01:40"
1067,0,1,"2023-02-27 19:30:03"
1067,1,4,"2023-04-01 00:01:47"
1067,3,1,"2023-06-01 00:01:40"
1068,0,1,"2023-02-27 19:30:03"
1068,1,4,"2023-04-01 00:01:47"
1068,2,4,"2023-05-01 00:02:01"
1068,3,1,"2023-06-01 00:01:40"
1069,0,1,"2023-02-27 19:30:03"
1069,1,1,"2023-04-01 00:01:47"
1069,2,1,"2023-05-01 00:02:01"
1069,3,1,"2023-06-01 00:01:40"
1070,3,1,"2023-06-01 00:01:40"
1073,0,1,"2023-02-27 19:30:03"
1073,1,1,"2023-04-01 00:01:47"
1073,2,1,"2023-05-01 00:02:01"
1073,3,1,"2023-06-01 00:01:40"
1073,4,1,"2023-07-01 00:01:56"
1073,5,1,"2023-08-01 00:01:40"
1075,0,1,"2023-02-27 19:30:03"
1075,1,4,"2023-04-01 00:01:47"
1075,3,4,"2023-06-01 00:01:40"
1076,0,1,"2023-02-27 19:30:03"
1076,1,1,"2023-04-01 00:01:47"
1076,2,1,"2023-05-01 00:02:01"
1076,3,1,"2023-06-01 00:01:40"
1077,0,1,"2023-02-27 19:30:03"
1077,1,1,"2023-04-01 00:01:47"
1077,2,1,"2023-05-01 00:02:01"
1077,3,1,"2023-06-01 00:01:40"
1078,0,1,"2023-02-27 19:30:03"
1078,1,1,"2023-04-01 00:01:47"
1078,2,1,"2023-05-01 00:02:01"
1078,3,1,"2023-06-01 00:01:40"
1079,0,1,"2023-02-27 19:30:03"
1079,1,1,"2023-04-01 00:01:47"
1079,2,1,"2023-05-01 00:02:01"
1079,3,1,"2023-06-01 00:01:40"
1079,4,1,"2023-07-01 00:01:56"
1079,5,1,"2023-08-01 00:01:40"
1080,0,1,"2023-02-27 19:30:03"
1080,1,1,"2023-04-01 00:01:47"
1080,2,1,"2023-05-01 00:02:01"
1080,3,1,"2023-06-01 00:01:40"
1080,4,1,"2023-07-01 00:01:56"
1080,5,1,"2023-08-01 00:01:40"
1081,0,1,"2023-02-27 19:30:03"
1081,1,1,"2023-04-01 00:01:47"
1081,2,1,"2023-05-01 00:02:01"
1081,3,1,"2023-06-01 00:01:40"
1082,0,1,"2023-02-27 19:30:03"
1082,1,1,"2023-04-01 00:01:47"
1082,2,1,"2023-05-01 00:02:01"
1082,3,1,"2023-06-01 00:01:40"
1083,0,1,"2023-02-27 19:30:03"
1083,1,1,"2023-04-01 00:01:47"
1083,2,1,"2023-05-01 00:02:01"
1083,3,1,"2023-06-01 00:01:40"
1084,0,1,"2023-02-27 19:30:03"
1084,1,1,"2023-04-01 00:01:47"
1084,2,1,"2023-05-01 00:02:01"
1084,3,1,"2023-06-01 00:01:40"
1085,0,1,"2023-02-27 19:30:03"
1085,1,1,"2023-04-01 00:01:47"
1085,2,1,"2023-05-01 00:02:01"
1085,3,1,"2023-06-01 00:01:40"
1086,0,1,"2023-02-27 19:30:03"
1086,1,1,"2023-04-01 00:01:47"
1086,2,1,"2023-05-01 00:02:01"
1086,3,1,"2023-06-01 00:01:40"
1087,0,4,"2023-02-27 19:30:03"
1087,1,4,"2023-04-01 00:01:47"
1087,3,1,"2023-06-01 00:01:40"
1088,0,1,"2023-02-27 19:30:03"
1088,1,1,"2023-04-01 00:01:47"
1088,2,1,"2023-05-01 00:02:01"
1088,3,1,"2023-06-01 00:01:40"
1088,4,4,"2023-07-01 00:01:56"
1088,5,1,"2023-08-01 00:01:40"
1089,0,1,"2023-02-27 19:30:03"
1089,1,1,"2023-04-01 00:01:47"
1089,2,1,"2023-05-01 00:02:01"
1089,3,1,"2023-06-01 00:01:40"
1089,4,1,"2023-07-01 00:01:56"
1089,5,1,"2023-08-01 00:01:40"
1090,0,1,"2023-02-27 19:30:03"
1090,1,1,"2023-04-01 00:01:47"
1090,2,1,"2023-05-01 00:02:01"
1090,3,1,"2023-06-01 00:01:40"
1090,4,1,"2023-07-01 00:01:56"
1090,5,1,"2023-08-01 00:01:40"
1091,0,1,"2023-02-27 19:30:03"
1091,1,1,"2023-04-01 00:01:47"
1091,2,1,"2023-05-01 00:02:01"
1091,3,1,"2023-06-01 00:01:40"
1092,0,1,"2023-02-27 19:30:03"
1092,1,1,"2023-04-01 00:01:47"
1092,2,1,"2023-05-01 00:02:01"
1092,3,1,"2023-06-01 00:01:40"
1092,4,4,"2023-07-01 00:01:56"
1092,5,4,"2023-08-01 00:01:40"
1093,0,1,"2023-02-27 19:30:03"
1093,1,1,"2023-04-01 00:01:47"
1093,2,1,"2023-05-01 00:02:01"
1093,3,1,"2023-06-01 00:01:40"
1094,0,1,"2023-02-27 19:30:03"
1094,1,1,"2023-04-01 00:01:47"
1094,2,1,"2023-05-01 00:02:01"
1094,3,1,"2023-06-01 00:01:40"
1094,5,4,"2023-08-01 00:01:40"
1095,0,1,"2023-02-27 19:30:03"
1095,1,1,"2023-04-01 00:01:47"
1095,2,1,"2023-05-01 00:02:01"
1095,3,1,"2023-06-01 00:01:40"
1096,0,1,"2023-02-27 19:30:03"
1096,1,1,"2023-04-01 00:01:47"
1096,2,1,"2023-05-01 00:02:01"
1096,3,1,"2023-06-01 00:01:40"
1097,0,1,"2023-02-27 19:30:03"
1097,1,1,"2023-04-01 00:01:47"
1097,2,1,"2023-05-01 00:02:01"
1097,3,1,"2023-06-01 00:01:40"
1097,4,1,"2023-07-01 00:01:56"
1097,5,1,"2023-08-01 00:01:40"
1099,0,1,"2023-02-27 19:30:03"
1099,1,1,"2023-04-01 00:01:47"
1099,2,1,"2023-05-01 00:02:01"
1099,3,1,"2023-06-01 00:01:40"
1100,0,1,"2023-02-27 19:30:03"
1100,1,1,"2023-04-01 00:01:47"
1100,2,1,"2023-05-01 00:02:01"
1100,3,1,"2023-06-01 00:01:40"
1101,0,1,"2023-02-27 19:30:03"
1101,1,1,"2023-04-01 00:01:47"
1101,2,1,"2023-05-01 00:02:01"
1101,3,1,"2023-06-01 00:01:40"
1101,4,1,"2023-07-01 00:01:56"
1101,5,1,"2023-08-01 00:01:40"
1103,0,1,"2023-02-27 19:30:03"
1103,1,1,"2023-04-01 00:01:47"
1103,2,1,"2023-05-01 00:02:01"
1103,3,1,"2023-06-01 00:01:40"
1104,0,1,"2023-02-27 19:30:03"
1104,1,1,"2023-04-01 00:01:47"
1104,2,1,"2023-05-01 00:02:01"
1104,3,1,"2023-06-01 00:01:40"
1105,0,1,"2023-02-27 19:30:03"
1105,1,1,"2023-04-01 00:01:47"
1105,2,1,"2023-05-01 00:02:01"
1105,3,1,"2023-06-01 00:01:40"
1111,0,1,"2023-02-27 19:30:03"
1111,1,1,"2023-04-01 00:01:47"
1111,2,1,"2023-05-01 00:02:01"
1111,3,1,"2023-06-01 00:01:40"
1112,0,1,"2023-02-27 19:30:03"
1112,1,1,"2023-04-01 00:01:47"
1112,2,1,"2023-05-01 00:02:01"
1112,3,1,"2023-06-01 00:01:40"
1113,0,1,"2023-02-27 19:30:03"
1113,1,1,"2023-04-01 00:01:47"
1113,2,1,"2023-05-01 00:02:01"
1113,3,1,"2023-06-01 00:01:40"
1114,0,1,"2023-02-27 19:30:03"
1114,1,1,"2023-04-01 00:01:47"
1114,2,1,"2023-05-01 00:02:01"
1114,3,4,"2023-06-01 00:01:40"
1116,1,1,"2023-04-01 00:01:47"
1116,2,4,"2023-05-01 00:02:01"
1117,0,4,"2023-02-27 19:30:03"
1117,1,1,"2023-04-01 00:01:47"
1117,2,1,"2023-05-01 00:02:01"
1119,1,1,"2023-04-01 00:01:47"
1119,2,4,"2023-05-01 00:02:01"
1120,0,1,"2023-02-27 19:30:03"
1120,1,1,"2023-04-01 00:01:47"
1120,2,1,"2023-05-01 00:02:01"
1120,3,1,"2023-06-01 00:01:40"
1123,0,1,"2023-02-27 19:30:03"
1123,1,1,"2023-04-01 00:01:47"
1123,2,1,"2023-05-01 00:02:01"
1123,3,1,"2023-06-01 00:01:40"
1124,0,1,"2023-02-27 19:30:03"
1124,1,1,"2023-04-01 00:01:47"
1124,2,1,"2023-05-01 00:02:01"
1124,3,1,"2023-06-01 00:01:40"
1125,0,1,"2023-02-27 19:30:03"
1125,1,1,"2023-04-01 00:01:47"
1125,2,1,"2023-05-01 00:02:01"
1125,3,1,"2023-06-01 00:01:40"
1126,0,1,"2023-02-27 19:30:03"
1126,1,1,"2023-04-01 00:01:47"
1126,2,1,"2023-05-01 00:02:01"
1126,3,1,"2023-06-01 00:01:40"
1127,0,1,"2023-02-27 19:30:03"
1127,1,1,"2023-04-01 00:01:47"
1127,2,1,"2023-05-01 00:02:01"
1127,3,1,"2023-06-01 00:01:40"
1127,4,1,"2023-07-01 00:01:56"
1127,5,4,"2023-08-01 00:01:40"
1128,0,1,"2023-02-27 19:30:03"
1128,1,1,"2023-04-01 00:01:47"
1128,2,1,"2023-05-01 00:02:01"
1128,3,1,"2023-06-01 00:01:40"
1129,0,1,"2023-02-27 19:30:03"
1129,1,1,"2023-04-01 00:01:47"
1129,2,1,"2023-05-01 00:02:01"
1129,3,1,"2023-06-01 00:01:40"
1130,0,1,"2023-02-27 19:30:03"
1130,1,1,"2023-04-01 00:01:47"
1130,2,1,"2023-05-01 00:02:01"
1130,3,1,"2023-06-01 00:01:40"
1131,0,1,"2023-02-27 19:30:03"
1131,1,1,"2023-04-01 00:01:47"
1131,2,1,"2023-05-01 00:02:01"
1131,3,1,"2023-06-01 00:01:40"
1132,0,1,"2023-02-27 19:30:03"
1132,1,1,"2023-04-01 00:01:47"
1132,2,1,"2023-05-01 00:02:01"
1132,3,1,"2023-06-01 00:01:40"
1135,0,1,"2023-02-27 19:30:03"
1135,1,1,"2023-04-01 00:01:47"
1135,2,1,"2023-05-01 00:02:01"
1135,3,1,"2023-06-01 00:01:40"
1136,0,1,"2023-02-27 19:30:03"
1136,1,1,"2023-04-01 00:01:47"
1136,2,1,"2023-05-01 00:02:01"
1136,3,1,"2023-06-01 00:01:40"
1136,4,1,"2023-07-01 00:01:56"
1136,5,1,"2023-08-01 00:01:40"
1144,0,1,"2023-02-27 19:30:03"
1144,1,1,"2023-04-01 00:01:47"
1144,2,1,"2023-05-01 00:02:01"
1144,3,1,"2023-06-01 00:01:40"
1147,0,1,"2023-02-27 19:30:03"
1147,1,1,"2023-04-01 00:01:47"
1147,2,1,"2023-05-01 00:02:01"
1147,3,1,"2023-06-01 00:01:40"
1147,4,1,"2023-07-01 00:01:56"
1147,5,1,"2023-08-01 00:01:40"
1148,0,1,"2023-02-27 19:30:03"
1148,1,1,"2023-04-01 00:01:47"
1148,2,1,"2023-05-01 00:02:01"
1148,3,1,"2023-06-01 00:01:40"
1148,4,1,"2023-07-01 00:01:56"
1148,5,1,"2023-08-01 00:01:40"
1150,0,1,"2023-02-27 19:30:03"
1150,1,1,"2023-04-01 00:01:47"
1150,2,1,"2023-05-01 00:02:01"
1150,3,1,"2023-06-01 00:01:40"
1151,0,1,"2023-02-27 19:30:03"
1151,1,1,"2023-04-01 00:01:47"
1151,2,1,"2023-05-01 00:02:01"
1151,3,1,"2023-06-01 00:01:40"
1152,0,1,"2023-02-27 19:30:03"
1152,1,4,"2023-04-01 00:01:47"
1152,2,1,"2023-05-01 00:02:01"
1152,3,1,"2023-06-01 00:01:40"
1153,1,4,"2023-04-01 00:01:47"
1153,3,4,"2023-06-01 00:01:40"
1154,1,4,"2023-04-01 00:01:47"
1154,3,4,"2023-06-01 00:01:40"
1161,0,1,"2023-02-27 19:30:03"
1161,1,1,"2023-04-01 00:01:47"
1161,2,1,"2023-05-01 00:02:01"
1161,3,1,"2023-06-01 00:01:40"
1162,0,1,"2023-02-27 19:30:03"
1162,1,1,"2023-04-01 00:01:47"
1162,2,1,"2023-05-01 00:02:01"
1162,3,1,"2023-06-01 00:01:40"
1163,0,4,"2023-02-27 19:30:03"
1163,1,1,"2023-04-01 00:01:47"
1163,2,1,"2023-05-01 00:02:01"
1164,0,4,"2023-02-27 19:30:03"
1164,1,1,"2023-04-01 00:01:47"
1164,2,1,"2023-05-01 00:02:01"
1167,0,1,"2023-02-27 19:30:03"
1167,1,1,"2023-04-01 00:01:47"
1167,2,1,"2023-05-01 00:02:01"
1167,3,1,"2023-06-01 00:01:40"
1168,0,1,"2023-02-27 19:30:03"
1168,1,1,"2023-04-01 00:01:47"
1168,2,1,"2023-05-01 00:02:01"
1168,3,1,"2023-06-01 00:01:40"
1169,0,1,"2023-02-27 19:30:03"
1169,1,1,"2023-04-01 00:01:47"
1169,2,1,"2023-05-01 00:02:01"
1169,3,1,"2023-06-01 00:01:40"
1170,0,4,"2023-02-27 19:30:03"
1170,1,4,"2023-04-01 00:01:47"
1170,2,4,"2023-05-01 00:02:01"
1170,3,1,"2023-06-01 00:01:40"
1171,0,1,"2023-02-27 19:30:03"
1171,1,1,"2023-04-01 00:01:47"
1171,2,1,"2023-05-01 00:02:01"
1171,3,1,"2023-06-01 00:01:40"
1172,0,1,"2023-02-27 19:30:03"
1172,1,1,"2023-04-01 00:01:47"
1172,2,1,"2023-05-01 00:02:01"
1172,3,1,"2023-06-01 00:01:40"
1173,0,1,"2023-02-27 19:30:03"
1173,1,1,"2023-04-01 00:01:47"
1173,2,1,"2023-05-01 00:02:01"
1173,3,1,"2023-06-01 00:01:40"
1175,0,1,"2023-02-27 19:30:03"
1175,1,1,"2023-04-01 00:01:47"
1175,2,1,"2023-05-01 00:02:01"
1175,3,1,"2023-06-01 00:01:40"
1176,0,1,"2023-02-27 19:30:03"
1176,1,1,"2023-04-01 00:01:47"
1176,2,1,"2023-05-01 00:02:01"
1176,3,1,"2023-06-01 00:01:40"
1177,0,1,"2023-02-27 19:30:03"
1177,1,1,"2023-04-01 00:01:47"
1177,2,1,"2023-05-01 00:02:01"
1177,3,1,"2023-06-01 00:01:40"
1178,0,1,"2023-02-27 19:30:03"
1178,1,1,"2023-04-01 00:01:47"
1178,2,1,"2023-05-01 00:02:01"
1178,3,1,"2023-06-01 00:01:40"
1179,0,1,"2023-02-27 19:30:03"
1179,1,1,"2023-04-01 00:01:47"
1179,2,1,"2023-05-01 00:02:01"
1179,3,1,"2023-06-01 00:01:40"
1180,0,4,"2023-02-27 19:30:03"
1180,1,1,"2023-04-01 00:01:47"
1180,2,1,"2023-05-01 00:02:01"
1180,3,4,"2023-06-01 00:01:40"
1181,3,4,"2023-06-01 00:01:40"
1183,0,1,"2023-02-27 19:30:03"
1183,1,1,"2023-04-01 00:01:47"
1183,2,1,"2023-05-01 00:02:01"
1183,3,1,"2023-06-01 00:01:40"
1183,4,1,"2023-07-01 00:01:56"
1183,5,1,"2023-08-01 00:01:40"
1184,0,1,"2023-02-27 19:30:03"
1184,1,1,"2023-04-01 00:01:47"
1184,2,1,"2023-05-01 00:02:01"
1184,3,1,"2023-06-01 00:01:40"
1185,0,1,"2023-02-27 19:30:03"
1185,1,1,"2023-04-01 00:01:47"
1185,2,1,"2023-05-01 00:02:01"
1185,3,1,"2023-06-01 00:01:40"
1186,0,1,"2023-02-27 19:30:03"
1186,1,1,"2023-04-01 00:01:47"
1186,2,1,"2023-05-01 00:02:01"
1186,3,1,"2023-06-01 00:01:40"
1187,0,1,"2023-02-27 19:30:03"
1187,1,1,"2023-04-01 00:01:47"
1187,2,1,"2023-05-01 00:02:01"
1187,3,1,"2023-06-01 00:01:40"
1188,0,1,"2023-02-27 19:30:03"
1188,1,1,"2023-04-01 00:01:47"
1188,2,1,"2023-05-01 00:02:01"
1188,3,1,"2023-06-01 00:01:40"
1189,0,1,"2023-02-27 19:30:03"
1189,1,1,"2023-04-01 00:01:47"
1189,2,1,"2023-05-01 00:02:01"
1189,3,1,"2023-06-01 00:01:40"
1189,4,1,"2023-07-01 00:01:56"
1189,5,1,"2023-08-01 00:01:40"
1190,0,1,"2023-02-27 19:30:03"
1190,1,1,"2023-04-01 00:01:47"
1190,2,1,"2023-05-01 00:02:01"
1190,3,1,"2023-06-01 00:01:40"
1191,0,1,"2023-02-27 19:30:03"
1191,1,1,"2023-04-01 00:01:47"
1191,2,1,"2023-05-01 00:02:01"
1191,3,1,"2023-06-01 00:01:40"
1192,0,1,"2023-02-27 19:30:03"
1192,1,1,"2023-04-01 00:01:47"
1192,2,1,"2023-05-01 00:02:01"
1192,3,1,"2023-06-01 00:01:40"
1193,0,1,"2023-02-27 19:30:03"
1193,1,1,"2023-04-01 00:01:47"
1193,2,1,"2023-05-01 00:02:01"
1193,3,1,"2023-06-01 00:01:40"
1193,4,1,"2023-07-01 00:01:56"
1193,5,1,"2023-08-01 00:01:40"
1194,0,1,"2023-02-27 19:30:03"
1194,1,1,"2023-04-01 00:01:47"
1194,2,1,"2023-05-01 00:02:01"
1194,3,1,"2023-06-01 00:01:40"
1196,0,1,"2023-02-27 19:30:03"
1196,1,1,"2023-04-01 00:01:47"
1196,2,1,"2023-05-01 00:02:01"
1196,3,1,"2023-06-01 00:01:40"
1196,4,1,"2023-07-01 00:01:56"
1196,5,1,"2023-08-01 00:01:40"
1197,0,1,"2023-02-27 19:30:03"
1197,1,1,"2023-04-01 00:01:47"
1197,2,1,"2023-05-01 00:02:01"
1197,3,1,"2023-06-01 00:01:40"
1197,4,1,"2023-07-01 00:01:56"
1197,5,1,"2023-08-01 00:01:40"
1198,0,1,"2023-02-27 19:30:03"
1198,1,1,"2023-04-01 00:01:47"
1198,2,1,"2023-05-01 00:02:01"
1198,3,1,"2023-06-01 00:01:40"
1198,4,1,"2023-07-01 00:01:56"
1198,5,1,"2023-08-01 00:01:40"
1199,0,1,"2023-02-27 19:30:03"
1199,1,1,"2023-04-01 00:01:47"
1199,2,1,"2023-05-01 00:02:01"
1199,3,1,"2023-06-01 00:01:40"
1199,4,1,"2023-07-01 00:01:56"
1199,5,4,"2023-08-01 00:01:40"
1200,0,1,"2023-02-27 19:30:03"
1200,1,1,"2023-04-01 00:01:47"
1200,2,1,"2023-05-01 00:02:01"
1200,3,1,"2023-06-01 00:01:40"
1200,4,1,"2023-07-01 00:01:56"
1200,5,1,"2023-08-01 00:01:40"
1201,0,1,"2023-02-27 19:30:03"
